DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230516014,11/20/2023 0:00,11/20/2023 0:00,1000,5,Harbor,564,2,888,TRESPASSING,2004,0,,,213,WAREHOUSE,,,IC,Invest Cont,888,,,,300 W  5TH                          ST,,33.7397,-118.2835
230717325,11/20/2023 0:00,11/20/2023 0:00,100,7,Wilshire,762,2,624,BATTERY - SIMPLE ASSAULT,2004 1266 0416 0446,39,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5900 W  PICO                         BL,,34.0517,-118.3676
230817058,11/20/2023 0:00,11/20/2023 0:00,1,8,West LA,832,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,11800    DOROTHY                      ST,,34.052,-118.4667
231420490,11/20/2023 0:00,11/20/2023 0:00,140,14,Pacific,1424,1,310,BURGLARY,0325 1609,0,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,11700    NATIONAL                     BL,,34.0227,-118.4386
231223439,11/20/2023 0:00,11/20/2023 0:00,1030,12,77th Street,1239,1,210,ROBBERY,0344 0342 1309 1822 0416 0429,0,,,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6000 S  VERMONT                      AV,,33.9855,-118.2915
230717322,11/20/2023 0:00,11/20/2023 0:00,5,7,Wilshire,753,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 S  CURSON                       AV,,34.0551,-118.3581
231819636,11/20/2023 0:00,11/20/2023 0:00,30,18,Southeast,1891,1,210,ROBBERY,1822 0334 0371 0354 0344 0432,33,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,GARDENA,FIGUEROA,33.8818,-118.2826
230901121,11/20/2023 0:00,11/20/2023 0:00,700,9,Van Nuys,915,2,901,VIOLATION OF RESTRAINING ORDER,0561 1402 2038,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,998,,,7000    LENNOX                       AV,,34.1976,-118.4455
231517855,11/20/2023 0:00,11/20/2023 0:00,210,15,N Hollywood,1555,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",400,34,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,11000    HESBY                        ST,,34.162,-118.3704
230320063,11/20/2023 0:00,11/20/2023 0:00,300,3,Southwest,394,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0302 0329 0334 1100 1300 1402 1822,22,X,X,101,STREET,102,HAND GUN,IC,Invest Cont,753,,,,VAN NESS                     AV,42ND                         PL,34.0064,-118.3171
230320097,11/20/2023 0:00,11/20/2023 0:00,1800,3,Southwest,321,1,510,VEHICLE - STOLEN,,0,,,142,DRIVE THRU*,,,IC,Invest Cont,510,,,,3400 S  REDONDO                      BL,,34.0251,-118.3593
230221250,11/20/2023 0:00,11/20/2023 0:00,730,2,Rampart,245,1,210,ROBBERY,2004 1218 1822 0344,35,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,2200 W  6TH                          ST,,34.0601,-118.2761
231517872,11/20/2023 0:00,11/20/2023 0:00,700,15,N Hollywood,1541,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,5300    BELLAIRE                     AV,,34.1666,-118.4094
231819630,11/20/2023 0:00,11/20/2023 0:00,530,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,AVALON                       BL,109TH                        PL,33.9365,-118.2652
230414555,11/20/2023 0:00,11/20/2023 0:00,315,4,Hollenbeck,448,2,901,VIOLATION OF RESTRAINING ORDER,0913 0561 2038,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,1300    DE NEVE                      LN,,34.0568,-118.1968
232116711,11/20/2023 0:00,11/20/2023 0:00,1340,21,Topanga,2103,1,310,BURGLARY,0314 1609,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8400    RUDNICK                      AV,,34.2233,-118.6133
230221258,11/20/2023 0:00,11/20/2023 0:00,900,2,Rampart,299,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1300 1912 0411 0416 0400 0334,21,F,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,1000 W  18TH                         ST,,34.0387,-118.2786
231819621,11/20/2023 0:00,11/20/2023 0:00,150,18,Southeast,1822,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 0329 1310 0450 1822 0216,29,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,250,,,,94TH,FIGUEROA,33.951,-118.2827
230817065,11/20/2023 0:00,11/20/2023 0:00,404,8,West LA,842,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11600    OHIO                         AV,,34.0465,-118.4588
231223420,11/20/2023 0:00,11/20/2023 0:00,430,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,60TH,FIGUEROA,33.9851,-118.2827
231916845,11/20/2023 0:00,11/20/2023 0:00,1515,19,Mission,1998,2,624,BATTERY - SIMPLE ASSAULT,444,0,,,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VAN NUYS,ROSCOE,34.2215,-118.4488
232018061,11/20/2023 0:00,11/20/2023 0:00,200,20,Olympic,2004,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 N  OXFORD                       AV,,34.0763,-118.3079
231115912,11/19/2023 0:00,11/19/2023 0:00,1,11,Northeast,1149,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  AVENUE 52,,34.1063,-118.1995
231819660,11/19/2023 0:00,11/19/2023 0:00,1745,18,Southeast,1834,2,624,BATTERY - SIMPLE ASSAULT,1251 1258 0416 0446 0329 1822,0,,,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10500 S  SAN PEDRO                    ST,,33.941,-118.2695
230124425,11/19/2023 0:00,11/19/2023 0:00,925,1,Central,159,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0329 0385 0344,28,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,1400 E  6TH                          ST,,34.0382,-118.2316
231819629,11/19/2023 0:00,11/19/2023 0:00,220,18,Southeast,1821,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0422 2004 0361 0603,26,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,103RD                        ST,VERMONT,33.943,-118.2916
231115953,11/20/2023 0:00,11/19/2023 0:00,1920,11,Northeast,1138,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 1822,69,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 N  AVENUE 60,,34.1111,-118.1898
230717330,11/19/2023 0:00,11/19/2023 0:00,1935,7,Wilshire,701,2,624,BATTERY - SIMPLE ASSAULT,1202 0416 1810,68,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8000    ROMAINE                      ST,,34.0888,-118.3638
230618080,11/19/2023 0:00,11/19/2023 0:00,306,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,,,108,PARKING LOT,,,IC,Invest Cont,740,,,,6400 W  SUNSET                       BL,,34.098,-118.3288
231517874,11/20/2023 0:00,11/19/2023 0:00,1630,15,N Hollywood,1543,2,903,CONTEMPT OF COURT,2038 1814,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,,,,5400    VANTAGE                      AV,,34.1687,-118.3982
230221227,11/19/2023 0:00,11/19/2023 0:00,1230,2,Rampart,245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,41,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,6TH                          ST,ALVARADO                     ST,34.0598,-118.2755
230414523,11/19/2023 0:00,11/19/2023 0:00,900,4,Hollenbeck,403,1,761,BRANDISH WEAPON,2004 1218 0334 0913,50,F,H,710,OTHER PREMISE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,110                          FY,110                          FY,34.1002,-118.1967
230516008,11/19/2023 0:00,11/19/2023 0:00,1800,5,Harbor,529,1,210,ROBBERY,0344 0416,60,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,800    WATSON                       AV,,33.7808,-118.2475
230414532,11/19/2023 0:00,11/19/2023 0:00,2130,4,Hollenbeck,414,1,210,ROBBERY,1300 0400 0416 0421 0417 0344 1278,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2900    JOHNSTON                     ST,,34.0799,-118.2094
230124389,11/19/2023 0:00,11/19/2023 0:00,1,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1307,23,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1100 S  BROADWAY,,34.0396,-118.259
230515968,11/19/2023 0:00,11/19/2023 0:00,345,5,Harbor,565,2,624,BATTERY - SIMPLE ASSAULT,416,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 W  9TH                          ST,,33.736,-118.2879
230717357,11/20/2023 0:00,11/19/2023 0:00,2145,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1609 0344,0,,,101,STREET,,,IC,Invest Cont,330,,,,700 S  SPAULDING                    AV,,34.0626,-118.3578
232116690,11/20/2023 0:00,11/19/2023 0:00,1400,21,Topanga,2143,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    ROYER                        AV,,34.1882,-118.6282
231016113,11/20/2023 0:00,11/19/2023 0:00,2300,10,West Valley,1023,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19100    SHERMAN                      WY,,34.201,-118.5491
232018067,11/19/2023 0:00,11/19/2023 0:00,1700,20,Olympic,2093,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0448 0400 0429 0444 0329 0419 1609,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1900 S  LA SALLE                     AV,,34.0397,-118.3017
232018048,11/19/2023 0:00,11/19/2023 0:00,300,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  GRAMERCY                     PL,,34.073,-118.3125
231223428,11/19/2023 0:00,11/19/2023 0:00,1900,12,77th Street,1258,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822 1100,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 W  75TH                         ST,,33.9718,-118.2765
232116649,11/19/2023 0:00,11/19/2023 0:00,639,21,Topanga,2187,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1100 1822 1420,35,M,X,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,998,,,21700    VENTURA                      BL,,34.1683,-118.6007
231819585,11/19/2023 0:00,11/19/2023 0:00,500,18,Southeast,1827,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 1206 2002 0446 0416,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,9200    CROESUS                      AV,,33.9487,-118.2392
231223425,11/19/2023 0:00,11/19/2023 0:00,1018,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0416 0447 0432,39,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 W  81ST                         ST,,33.9655,-118.286
231517827,11/19/2023 0:00,11/19/2023 0:00,600,15,N Hollywood,1512,1,210,ROBBERY,1822 0330 0417 0416 0344,17,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,SHERMAN                      WY,BELLAIRE,34.2012,-118.4094
231819587,11/19/2023 0:00,11/19/2023 0:00,1245,18,Southeast,1871,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,26,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  149TH                        ST,,33.8964,-118.2892
231115944,11/19/2023 0:00,11/19/2023 0:00,1430,11,Northeast,1148,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300    MARMION                      WY,,34.1051,-118.2107
231320842,11/19/2023 0:00,11/19/2023 0:00,1613,13,Newton,1333,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0352 1822,29,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
230515971,11/19/2023 0:00,11/19/2023 0:00,2000,5,Harbor,585,2,886,DISTURBING THE PEACE,,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,1000 W  27TH                         ST,,33.7198,-118.2991
230221233,11/19/2023 0:00,11/19/2023 0:00,1000,2,Rampart,299,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1300 S  ALBANY                       ST,,34.0429,-118.2743
231320860,11/20/2023 0:00,11/19/2023 0:00,1200,13,Newton,1344,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,42ND,MCKINLEY                     AV,34.0075,-118.2609
230124415,11/19/2023 0:00,11/19/2023 0:00,1330,1,Central,148,1,210,ROBBERY,1218 0416 0448 0344 1300 1822 2004,47,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4TH,TOWNE,34.0444,-118.2407
231916849,11/19/2023 0:00,11/19/2023 0:00,1015,19,Mission,1931,2,624,BATTERY - SIMPLE ASSAULT,0444 0416,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,RINALDI,SEPULVEDA,34.2791,-118.4688
231223369,11/19/2023 0:00,11/19/2023 0:00,1240,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1700 W  MANCHESTER                   AV,,33.96,-118.3068
230124368,11/19/2023 0:00,11/19/2023 0:00,712,1,Central,152,2,888,TRESPASSING,1501 0910,0,X,X,931,MTA - BLUE LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
230221269,11/20/2023 0:00,11/19/2023 0:00,2030,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900    LUCILE                       AV,,34.085,-118.2828
231300012,11/19/2023 0:00,11/19/2023 0:00,300,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,JEFFERSON,TRINITY,34.0162,-118.2673
232116682,11/20/2023 0:00,11/19/2023 0:00,2300,21,Topanga,2118,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,20200    CANTARA                      ST,,34.2192,-118.5739
231016093,11/20/2023 0:00,11/19/2023 0:00,2030,10,West Valley,1031,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19400    GILMORE                      ST,,34.1875,-118.5574
231320848,11/19/2023 0:00,11/19/2023 0:00,1945,13,Newton,1313,1,210,ROBBERY,1822 0344 0345 0432 0443 2052,34,M,B,934,MTA - BLUE LINE - SAN PEDRO,511,VERBAL THREAT,IC,Invest Cont,210,,,,700 E  WASHINGTON                   BL,,34.0276,-118.2574
231819590,11/19/2023 0:00,11/19/2023 0:00,1230,18,Southeast,1864,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1822 0416 0329,45,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,CENTRAL                      AV,120TH                        ST,33.9237,-118.2544
230124431,11/20/2023 0:00,11/19/2023 0:00,2200,1,Central,181,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
231223423,11/19/2023 0:00,11/19/2023 0:00,1300,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0913 0417 0416,50,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 E  FLORENCE                     AV,,33.9747,-118.2587
230817063,11/19/2023 0:00,11/19/2023 0:00,1515,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
230124470,11/20/2023 0:00,11/19/2023 0:00,2200,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  HOPE                         ST,,34.048,-118.2577
231115951,11/20/2023 0:00,11/19/2023 0:00,1600,11,Northeast,1113,2,624,BATTERY - SIMPLE ASSAULT,1822 0448,21,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,COLORADO,GLENDALE                     FY,34.1428,-118.2273
230516005,11/20/2023 0:00,11/19/2023 0:00,1730,5,Harbor,557,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  5TH                          ST,,33.7397,-118.2902
230717319,11/19/2023 0:00,11/19/2023 0:00,1420,7,Wilshire,722,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1822,68,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100    LA CIENEGA                   BL,,34.0734,-118.3765
231115947,11/20/2023 0:00,11/19/2023 0:00,1000,11,Northeast,1138,1,210,ROBBERY,0421 0400 0344 1822,54,F,H,245,CATERING/ICE CREAM TRUCK,511,VERBAL THREAT,IC,Invest Cont,210,,,,6100 N  FIGUEROA                     ST,,34.1152,-118.1898
231223422,11/19/2023 0:00,11/19/2023 0:00,1300,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0913 0417 0305 0416 0429,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 E  FLORENCE                     AV,,33.9747,-118.2587
231016125,11/19/2023 0:00,11/19/2023 0:00,1051,10,West Valley,1015,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
231115954,11/20/2023 0:00,11/19/2023 0:00,1630,11,Northeast,1176,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 0448 0416 1814,30,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1000    RIVERSIDE                    DR,,34.0851,-118.2292
230124482,11/20/2023 0:00,11/19/2023 0:00,2300,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
230717353,11/19/2023 0:00,11/19/2023 0:00,1913,7,Wilshire,743,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,0,,,754,MUSEUM,,,IC,Invest Cont,745,,,,6000    WILSHIRE                     BL,,34.0627,-118.3593
230618055,11/20/2023 0:00,11/19/2023 0:00,2330,6,Hollywood,666,2,946,OTHER MISCELLANEOUS CRIME,1501 0913,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1200    LODI                         PL,,34.0926,-118.3234
231420501,11/19/2023 0:00,11/19/2023 0:00,2045,14,Pacific,1446,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,12100    WASHINGTON                   PL,,34.0012,-118.4267
230221220,11/19/2023 0:00,11/19/2023 0:00,100,2,Rampart,295,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1400    CONSTANCE                    ST,,34.0419,-118.28
231016095,11/19/2023 0:00,11/19/2023 0:00,1300,10,West Valley,1023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,M,O,203,OTHER BUSINESS,306,ROCK/THROWN OBJECT,IC,Invest Cont,740,,,,VANOWEN,TAMPA,34.1938,-118.5534
231916828,11/19/2023 0:00,11/19/2023 0:00,2120,19,Mission,1998,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,7800    VAN NUYS                     BL,,34.2153,-118.4409
231819659,11/20/2023 0:00,11/19/2023 0:00,2100,18,Southeast,1844,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0448 0408 0319,0,,,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,AVALON                       BL,108TH                        ST,33.9383,-118.2652
230320057,11/19/2023 0:00,11/19/2023 0:00,2350,3,Southwest,334,1,121,"RAPE, FORCIBLE",0537 0913 0527 0400 0444 0500,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4200 W  MONT CLAIR                   ST,,34.0313,-118.3316
231115952,11/20/2023 0:00,11/19/2023 0:00,1715,11,Northeast,1142,2,624,BATTERY - SIMPLE ASSAULT,1810 0913 0400 0416 0444,63,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1900    RODNEY                       DR,,34.1054,-118.2889
231420530,11/19/2023 0:00,11/19/2023 0:00,1630,14,Pacific,1463,2,624,BATTERY - SIMPLE ASSAULT,400,69,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,12900 W  JEFFERSON                    BL,,33.9805,-118.4111
230124408,11/19/2023 0:00,11/19/2023 0:00,1245,1,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,102,SIDEWALK,,,IC,Invest Cont,745,,,,1000 N  ALAMEDA                      ST,,34.0615,-118.2412
231819599,11/19/2023 0:00,11/19/2023 0:00,1700,18,Southeast,1801,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  92ND                         ST,,33.9528,-118.2827
231916820,11/20/2023 0:00,11/19/2023 0:00,120,19,Mission,1915,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0913 2000 0416,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,12500    DE FOE                       AV,,34.2986,-118.4419
232116696,11/19/2023 0:00,11/19/2023 0:00,200,21,Topanga,2155,1,520,VEHICLE - ATTEMPT STOLEN,1402 1609,52,F,H,101,STREET,,,IC,Invest Cont,520,998,,,VICTORY                      BL,RANDI                        AV,34.1865,-118.6103
230320053,11/19/2023 0:00,11/19/2023 0:00,1400,3,Southwest,373,1,210,ROBBERY,0305 0344 0416 0446 1822 2034 1218,38,F,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3700    CRENSHAW                     BL,,34.0199,-118.3351
230124419,11/19/2023 0:00,11/19/2023 0:00,200,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,447,30,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
231916847,11/19/2023 0:00,11/19/2023 0:00,2100,19,Mission,1913,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,13100    BRADLEY                      AV,,34.3076,-118.4627
232018062,11/20/2023 0:00,11/19/2023 0:00,2355,20,Olympic,2041,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  BRONSON                      AV,,34.0543,-118.3219
231420521,11/20/2023 0:00,11/19/2023 0:00,2100,14,Pacific,1467,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6100 W  74TH                         ST,,33.974,-118.3914
230320070,11/19/2023 0:00,11/19/2023 0:00,1700,3,Southwest,314,2,624,BATTERY - SIMPLE ASSAULT,1202 1601 0913 0444 0344,62,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3800 W  27TH                         ST,,34.0312,-118.3259
